Województwo,Powiat,Gmina,Adres,Typ obszaru,Długość geograficzna,Szerokość geograficzna,Data pomiaru,Parametr pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Średnia dla obszaru [V/m]
WOJ. PODLASKIE,Powiat kolneński,Grabowo,Grabowo centrum miejscowości,Tereny wiejskie,"22° 9' 11""","53° 27' 34""",2019-10-14,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat łomżyński,Wizna, Wizna centrum miejscowości - parki koło Banku Spółdzielczego,Tereny wiejskie,"22° 23' 5""","53° 11' 33""",2019-04-18,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat moniecki,Jaświły,Jaświły Centrum miejscowości. ul. Plac 11 Listopada,Tereny wiejskie,"22° 57' 14""","53° 28' 32""",2019-07-31,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat moniecki,Krypno,centrum miejscowości. Krypno 31,Tereny wiejskie,"22° 52' 24""","53° 16' 47""",2019-06-18,Składowa elektryczna 3[MHz]-300[GHz],0.24,0.01,0.1393333
WOJ. PODLASKIE,Powiat siemiatycki,Perlejewo,Perlejewo centrum miejscowości - plac koło Kościoła,Tereny wiejskie,"22° 23' 48""","52° 34' 48""",2019-07-29,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat sokólski,Janów,Janów centrum miejscowości,Tereny wiejskie,"23° 13' 47""","53° 28' 3""",2019-05-30,Składowa elektryczna 3[MHz]-300[GHz],0.22,0.01,0.1393333
WOJ. PODLASKIE,Powiat suwalski,Jeleniewo,Jeleniewo centrum miejscowości,Tereny wiejskie,"22° 54' 44""","54° 12' 15""",2019-06-11,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat suwalski,Wiżajny,Wiżajny centrum miejscowości,Tereny wiejskie,"22° 52' 9""","54° 22' 4""",2019-09-24,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat wysokomazowiecki,Sokoły,Sokoły centrum miejscowości,Tereny wiejskie,"22° 42' 4""","52° 59' 33""",2019-08-12,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. POMORSKIE,Powiat tczewski,Tczew,Tczew,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 46' 16""","54° 5' 29""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.44,0.09,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. Zakopiańska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 37' 46""","54° 21' 4""",2019-07-15,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.05,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. Witosa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 37' 3""","54° 20' 20""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.51,0.1,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. 3 Maja,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 38' 25""","54° 21' 35""",2019-07-12,Składowa elektryczna 3[MHz]-300[GHz],0.36,0.08,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. Rajska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 38' 56""","54° 21' 15""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.33,0.066,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. Powstańców Warszawskich,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 38' 4""","54° 21' 13""",2019-07-15,Składowa elektryczna 3[MHz]-300[GHz],0.55,0.11,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. Al. Zwycięstwa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 37' 53""","54° 22' 7""",2019-07-23,Składowa elektryczna 3[MHz]-300[GHz],0.42,0.08,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. Marynarki Polskiej,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 39' 13""","54° 23' 19""",2019-04-26,Składowa elektryczna 3[MHz]-300[GHz],0.69,0.14,0.478
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk. Słowackiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 34' 0""","54° 22' 26""",2019-05-10,Składowa elektryczna 3[MHz]-300[GHz],0.36,0.07,0.478
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia. Obrońców Wybrzeża,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 32' 11""","54° 30' 58""",2019-09-24,Składowa elektryczna 3[MHz]-300[GHz],0.74,0.148,0.478
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia. 3 Maja,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 32' 8""","54° 31' 4""",2019-09-26,Składowa elektryczna 3[MHz]-300[GHz],0.73,0.15,0.478
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia. ul. Warszawska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 31' 55""","54° 30' 42""",2019-06-28,Składowa elektryczna 3[MHz]-300[GHz],0.39,0.08,0.478
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia. Waszyngtona,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 32' 47""","54° 31' 26""",2019-09-09,Składowa elektryczna 3[MHz]-300[GHz],0.34,0.072,0.478
WOJ. POMORSKIE,Powiat m. Słupsk,M. Słupsk,Słupsk. ul. W. Jagiełły,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 1' 54""","54° 27' 49""",2019-10-17,Składowa elektryczna 3[MHz]-300[GHz],0.46,0.09,0.478
WOJ. POMORSKIE,Powiat m. Słupsk,M. Słupsk,Słupsk. ul. M. Kopernika,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 1' 41""","54° 28' 19""",2019-10-17,Składowa elektryczna 3[MHz]-300[GHz],0.64,0.13,0.478
WOJ. POMORSKIE,Powiat bytowski,Bytów,Bytów,Pozostałe miasta,"17° 29' 29""","54° 10' 1""",2019-12-16,Składowa elektryczna 3[MHz]-300[GHz],1.41,0.28,0.6093333
WOJ. POMORSKIE,Powiat chojnicki,Chojnice,Chojnice,Pozostałe miasta,"17° 33' 33""","53° 41' 47""",2019-12-10,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.07,0.6093333
WOJ. POMORSKIE,Powiat chojnicki,Czersk,Czersk,Pozostałe miasta,"17° 58' 35""","53° 47' 47""",2019-11-28,Składowa elektryczna 3[MHz]-300[GHz],0.51,0.1,0.6093333
WOJ. POMORSKIE,Powiat człuchowski,Debrzno,Debrzno,Pozostałe miasta,"17° 14' 10""","53° 32' 25""",2019-10-15,Składowa elektryczna 3[MHz]-300[GHz],0.68,0.136,0.6093333
WOJ. POMORSKIE,Powiat gdański,Pruszcz Gdański,Pruszcz Gdański,Pozostałe miasta,"18° 38' 14""","54° 15' 33""",2019-06-27,Składowa elektryczna 3[MHz]-300[GHz],0.23,0.04,0.6093333
WOJ. POMORSKIE,Powiat kartuski,Kartuzy,Kartuzy,Pozostałe miasta,"18° 12' 19""","54° 20' 3""",2019-06-21,Składowa elektryczna 3[MHz]-300[GHz],0.89,0.178,0.6093333
WOJ. POMORSKIE,Powiat kwidzyński,Kwidzyn,Kwidzyn,Pozostałe miasta,"18° 55' 30""","53° 44' 8""",2019-11-20,Składowa elektryczna 3[MHz]-300[GHz],0.54,0.11,0.6093333
WOJ. POMORSKIE,Powiat lęborski,Lębork,Lębork,Pozostałe miasta,"17° 45' 6""","54° 32' 30""",2019-09-02,Składowa elektryczna 3[MHz]-300[GHz],0.36,0.07,0.6093333
WOJ. POMORSKIE,Powiat lęborski,Łeba,Łeba,Pozostałe miasta,"17° 33' 44""","54° 45' 34""",2019-07-27,Składowa elektryczna 3[MHz]-300[GHz],1.27,0.254,0.6093333
WOJ. POMORSKIE,Powiat słupski,Kępice,Kępice,Pozostałe miasta,"16° 53' 21""","54° 14' 40""",2019-10-22,Składowa elektryczna 3[MHz]-300[GHz],0.26,0.052,0.6093333
WOJ. POMORSKIE,Powiat starogardzki,Starogard Gdański,Starogard Gdański,Pozostałe miasta,"18° 31' 44""","53° 57' 47""",2019-06-18,Składowa elektryczna 3[MHz]-300[GHz],0.47,0.094,0.6093333
WOJ. POMORSKIE,Powiat tczewski,Pelplin,Pelplin,Pozostałe miasta,"18° 42' 27""","53° 55' 44""",2019-11-21,Składowa elektryczna 3[MHz]-300[GHz],0.95,0.19,0.6093333
WOJ. POMORSKIE,Powiat wejherowski,Rumia,Rumia,Pozostałe miasta,"18° 24' 6""","54° 33' 32""",2019-06-17,Składowa elektryczna 3[MHz]-300[GHz],0.62,0.124,0.6093333
WOJ. POMORSKIE,Powiat wejherowski,Wejherowo,Wejherowo,Pozostałe miasta,"18° 13' 58""","54° 36' 0""",2019-07-11,Składowa elektryczna 3[MHz]-300[GHz],0.39,0.078,0.6093333
WOJ. POMORSKIE,Powiat sztumski,Sztum,Sztum,Pozostałe miasta,"19° 2' 16""","53° 54' 56""",2019-11-26,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.04,0.6093333
WOJ. POMORSKIE,Powiat bytowski,Trzebielino,Trzebielino,Tereny wiejskie,"17° 5' 35""","54° 12' 24""",2019-10-22,Składowa elektryczna 3[MHz]-300[GHz],0.42,0.08,0.2526667
WOJ. POMORSKIE,Powiat gdański,Suchy Dąb,Suchy Dąb,Tereny wiejskie,"18° 46' 4""","54° 12' 23""",2019-10-21,Składowa elektryczna 3[MHz]-300[GHz],0.26,0.052,0.2526667
WOJ. POMORSKIE,Powiat gdański,Przywidz,Przywidz,Tereny wiejskie,"18° 19' 37""","54° 11' 50""",2019-04-16,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.2526667
WOJ. POMORSKIE,Powiat kartuski,Przodkowo,Przodkowo,Tereny wiejskie,"18° 17' 19""","54° 22' 41""",2019-06-14,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.08,0.2526667
WOJ. POMORSKIE,Powiat kartuski,Somonino,Somonino,Tereny wiejskie,"18° 12' 0""","54° 16' 36""",2019-06-26,Składowa elektryczna 3[MHz]-300[GHz],0.47,0.094,0.2526667
WOJ. POMORSKIE,Powiat kartuski,Sulęczyno,Sulęczyno,Tereny wiejskie,"17° 46' 35""","54° 13' 49""",2019-11-07,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.2526667
WOJ. POMORSKIE,Powiat kościerski,Nowa Karczma,Nowa Karczma,Tereny wiejskie,"18° 11' 55""","54° 7' 54""",2019-06-26,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.054,0.2526667
WOJ. POMORSKIE,Powiat kwidzyński,Gardeja,Gardeja,Tereny wiejskie,"18° 56' 35""","53° 36' 32""",2019-05-11,Składowa elektryczna 3[MHz]-300[GHz],0.48,0.096,0.2526667
WOJ. POMORSKIE,Powiat kwidzyński,Sadlinki,Sadlinki,Tereny wiejskie,"18° 52' 23""","53° 39' 41""",2019-10-31,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.06,0.2526667
WOJ. POMORSKIE,Powiat malborski,Lichnowy,Lichnowy,Tereny wiejskie,"18° 54' 50""","54° 6' 55""",2019-12-09,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.2526667
WOJ. POMORSKIE,Powiat nowodworski,Ostaszewo,Ostaszewo,Tereny wiejskie,"18° 56' 59""","54° 12' 55""",2019-11-19,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.2526667
WOJ. POMORSKIE,Powiat nowodworski,Stegna,Stegna,Tereny wiejskie,"19° 7' 12""","54° 19' 37""",2019-11-05,Składowa elektryczna 3[MHz]-300[GHz],0.24,0.04,0.2526667
WOJ. POMORSKIE,Powiat starogardzki,Zblewo,Zblewo,Tereny wiejskie,"18° 19' 0""","53° 55' 54""",2019-06-19,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.07,0.2526667
WOJ. POMORSKIE,Powiat wejherowski,Łęczyce,Łęczyce,Tereny wiejskie,"17° 51' 51""","54° 35' 1""",2019-10-14,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.2526667
WOJ. POMORSKIE,Powiat wejherowski,Szemud,Szemud,Tereny wiejskie,"18° 13' 35""","54° 29' 11""",2019-10-11,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.2526667
WOJ. ŚLĄSKIE,Powiat m. Bielsko-Biała,M. Bielsko-Biała,Bielsko-Biała. oś. Langiewicza. ul. Łagodna ,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 4' 25""","49° 48' 22""",2019-10-15,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.28,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Bytom,M. Bytom,Bytom. dz. Stolarzowice. Pl. Jana,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 48' 47""","50° 24' 1""",2019-09-06,Składowa elektryczna 3[MHz]-300[GHz],0.5,0.15,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Chorzów,M. Chorzów,Chorzów. dz. Batory. ul. Odrowążów,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 56' 9""","50° 16' 17""",2019-08-08,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.1,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Częstochowa,M. Częstochowa,Częstochowa. ul. Baczyńskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 7' 47""","50° 50' 9""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Dąbrowa Górnicza,M. Dąbrowa Górnicza,Dąbrowa Górnicza. dz. Mydlice. ul. Chopina,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 10' 27""","50° 19' 20""",2019-09-20,Składowa elektryczna 3[MHz]-300[GHz],0.57,0.17,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Gliwice,M. Gliwice,Gliwice. dz. Brzezinka. ul. Łódzka,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 35' 32""","50° 19' 6""",2019-09-10,Składowa elektryczna 3[MHz]-300[GHz],1.53,0.46,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Jastrzębie-Zdrój,M. Jastrzębie-Zdrój,Jastrzebie-Zdrój. os. Barbary. ul. Szkolna,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 37' 15""","49° 57' 1""",2019-04-01,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Jaworzno,M. Jaworzno,Jaworzno. ul. ks. A. Mroczka,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 19' 58""","50° 13' 19""",2019-09-23,Składowa elektryczna 3[MHz]-300[GHz],0.6,0.18,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Katowice,M. Katowice,Katowice. ul. Panewnicka/Medyków,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 57' 31""","50° 13' 40""",2019-04-17,Składowa elektryczna 3[MHz]-300[GHz],0.66,0.16,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Ruda Śląska,M. Ruda Śląska,Ruda Śląska. dz. Kochłowice. ul. Oświęcimska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 54' 32""","50° 15' 8""",2019-04-02,Składowa elektryczna 3[MHz]-300[GHz],0.53,0.13,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Rybnik,M. Rybnik,Rybnik. ul. Rynkowa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 32' 38""","50° 5' 43""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.6,0.15,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Siemianowice Śląskie,M. Siemianowice Śląskie,Siemianowice Śląskie. dz. Bytków. ul. Wróblewskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 0' 19""","50° 17' 55""",2019-08-26,Składowa elektryczna 3[MHz]-300[GHz],1.18,0.3,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Sosnowiec,M. Sosnowiec,Sosnowiec. dz. Pogoń. ul. Będzińska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 7' 55""","50° 17' 38""",2019-08-22,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Tychy,M. Tychy,Tychy. dz. Paprocany. ul. Zaręby,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 0' 3""","50° 5' 18""",2019-05-17,Składowa elektryczna 3[MHz]-300[GHz],0.48,0.12,0.6746667
WOJ. ŚLĄSKIE,Powiat m. Zabrze,M. Zabrze,Zabrze. dz. Maciejów. ul. Wołodyjowskiego/Opawska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 44' 48""","50° 18' 14""",2019-08-13,Składowa elektryczna 3[MHz]-300[GHz],1.36,0.4,0.6746667
WOJ. ŚLĄSKIE,Powiat będziński,Sławków,Sławków. Rynek,Pozostałe miasta,"19° 23' 20""","50° 17' 54""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.4666667
WOJ. ŚLĄSKIE,Powiat bielski,Wilamowice,Wilamowice. ul. Cmentarna,Pozostałe miasta,"19° 9' 9""","49° 54' 44""",2019-04-09,Składowa elektryczna 3[MHz]-300[GHz],0.94,0.24,0.4666667
WOJ. ŚLĄSKIE,Powiat częstochowski,Blachownia,Blachownia. ul. Sienkiewicza,Pozostałe miasta,"18° 57' 45""","50° 46' 52""",2019-08-23,Składowa elektryczna 3[MHz]-300[GHz],0.93,0.28,0.4666667
WOJ. ŚLĄSKIE,Powiat gliwicki,Sośnicowice,Sośnicowice. ul. Powstańców,Pozostałe miasta,"18° 31' 21""","50° 16' 24""",2019-09-19,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.4666667
WOJ. ŚLĄSKIE,Powiat gliwicki,Toszek,Toszek. Rynek,Pozostałe miasta,"18° 31' 3""","50° 27' 18""",2019-08-08,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.4666667
WOJ. ŚLĄSKIE,Powiat gliwicki,Pyskowice,Pyskowice. Rynek,Pozostałe miasta,"18° 37' 40""","50° 23' 52""",2019-08-29,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.4666667
WOJ. ŚLĄSKIE,Powiat mikołowski,Orzesze,Orzesze. ul. Bukowina,Pozostałe miasta,"18° 46' 49""","50° 8' 52""",2019-06-12,Składowa elektryczna 3[MHz]-300[GHz],0.87,0.22,0.4666667
WOJ. ŚLĄSKIE,Powiat pszczyński,Pszczyna,Pszczyna. ul. MC Skłodowskiej,Pozostałe miasta,"18° 56' 28""","49° 58' 9""",2019-11-20,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.05,0.4666667
WOJ. ŚLĄSKIE,Powiat raciborski,Krzanowice,Krzanowice. Rynek,Pozostałe miasta,"18° 7' 18""","50° 1' 4""",2019-04-18,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.4666667
WOJ. ŚLĄSKIE,Powiat rybnicki,Czerwionka-Leszczyny,Czerwionka-Leszczyny. ul. Ligonia,Pozostałe miasta,"18° 37' 39""","50° 8' 29""",2019-05-07,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.4666667
WOJ. ŚLĄSKIE,Powiat tarnogórski,Miasteczko Śląskie,Miasteczko Śląskie. ul. Dworcowa,Pozostałe miasta,"18° 55' 18""","50° 29' 31""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.4666667
WOJ. ŚLĄSKIE,Powiat bieruńsko-lędziński,Lędziny,Lędziny. ul. Lędzińska,Pozostałe miasta,"19° 7' 30""","50° 8' 23""",2019-04-16,Składowa elektryczna 3[MHz]-300[GHz],0.78,0.2,0.4666667
WOJ. ŚLĄSKIE,Powiat wodzisławski,Pszów,Pszów. ul. Jagiełły,Pozostałe miasta,"18° 24' 8""","50° 2' 25""",2019-06-11,Składowa elektryczna 3[MHz]-300[GHz],0.65,0.16,0.4666667
WOJ. ŚLĄSKIE,Powiat zawierciański,Ogrodzieniec,Ogrodzieniec. ul. Kosciuszki,Pozostałe miasta,"19° 31' 34""","50° 27' 9""",2019-08-28,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.4666667
WOJ. ŚLĄSKIE,Powiat zawierciański,Łazy,Łazy. ul. Częstochowska,Pozostałe miasta,"19° 23' 9""","50° 25' 45""",2019-08-27,Składowa elektryczna 3[MHz]-300[GHz],0.93,0.28,0.4666667
WOJ. ŚLĄSKIE,Powiat bielski,Jaworze,Jaworze. ul. Wapienicka,Tereny wiejskie,"18° 56' 59""","49° 47' 31""",2019-05-20,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.272
WOJ. ŚLĄSKIE,Powiat cieszyński,Chybie,Chybie. ul. Kolejowa,Tereny wiejskie,"18° 48' 35""","49° 53' 33""",2019-05-31,Składowa elektryczna 3[MHz]-300[GHz],0.71,0.18,0.272
WOJ. ŚLĄSKIE,Powiat częstochowski,Kruszyna,Kruszyna. ul. Pocztowa,Tereny wiejskie,"19° 16' 42""","50° 58' 4""",2019-07-17,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat częstochowski,Kłomnice,Kłomnice. ul. Częstochowska/Ogrodowa,Tereny wiejskie,"19° 21' 33""","50° 55' 22""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat częstochowski,Konopiska,Hutki. DW 908,Tereny wiejskie,"19° 0' 25""","50° 40' 53""",2019-08-09,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat kłobucki,Opatów,Opatów. ul. Kościuszki,Tereny wiejskie,"18° 49' 17""","50° 57' 31""",2019-08-06,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat kłobucki,Panki,Panki. ul. 1-go Maja,Tereny wiejskie,"18° 44' 51""","50° 52' 55""",2019-08-26,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat kłobucki,Miedźno,Miedźno. ul. Filipowicza,Tereny wiejskie,"18° 58' 51""","50° 58' 2""",2019-07-18,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat lubliniecki,Woźniki,Psary. ul. Główna,Tereny wiejskie,"18° 57' 54""","50° 36' 40""",2019-09-04,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat myszkowski,Niegowa,Niegowa. ul. Mirowska,Tereny wiejskie,"19° 28' 23""","50° 38' 35""",2019-08-12,Składowa elektryczna 3[MHz]-300[GHz],0.4,,0.272
WOJ. ŚLĄSKIE,Powiat pszczyński,Suszec,Suszec. ul. Słoneczna,Tereny wiejskie,"18° 47' 15""","50° 1' 52""",2019-08-29,Składowa elektryczna 3[MHz]-300[GHz],0.58,0.15,0.272
WOJ. ŚLĄSKIE,Powiat raciborski,Pietrowice Wielkie,Pietrowice Wielkie. ul. Żymierskiego,Tereny wiejskie,"18° 5' 8""","50° 5' 12""",2019-05-21,Składowa elektryczna 3[MHz]-300[GHz],0.22,0.05,0.272
WOJ. ŚLĄSKIE,Powiat żywiecki,Ujsoły,Ujsoły. ul. Bystra,Tereny wiejskie,"19° 8' 35""","49° 28' 48""",2019-11-27,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.272
WOJ. ŚLĄSKIE,Powiat żywiecki,Ślemień,Ślemień. ul. Szkolna,Tereny wiejskie,"19° 21' 55""","49° 43' 6""",2019-07-19,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.7,0.272
WOJ. ŚLĄSKIE,Powiat żywiecki,Rajcza,Rycerka Górna. przystanek PKS,Tereny wiejskie,"19° 2' 43""","49° 28' 24""",2019-04-10,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.272
WOJ. ŚWIĘTOKRZYSKIE,Powiat ostrowiecki,Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski.os.Słoneczne 34,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 23' 38""","50° 56' 42""",2019-07-03,Składowa elektryczna 3[MHz]-300[GHz],0.11,0.03,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat ostrowiecki,Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski.os.Stawki 49,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 24' 22""","50° 56' 55""",2019-08-09,Składowa elektryczna 3[MHz]-300[GHz],0.11,0.03,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat ostrowiecki,Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski.Koszary.SP12,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 25' 32""","50° 57' 24""",2019-04-23,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat ostrowiecki,Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski.Rzeczki 18.SP10,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 23' 45""","50° 57' 43""",2019-04-19,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat ostrowiecki,Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski. os. Hutnicze,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 22' 47""","50° 55' 32""",2019-06-12,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat starachowicki,Starachowice,Starachowice. os.Szlakowisko ,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 4' 13""","51° 2' 59""",2019-06-05,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat starachowicki,Starachowice,Starachowice.ul.Batalionów Chłopskich,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 4' 28""","51° 3' 54""",2019-03-19,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.152
